"sample","latitude","longitude","date","site","location","successful.count"
"279",-33.5011833,115.4379167,20141216,NA,"Geographe.Bay","Yes"
"282",-33.5571833,115.3322333,20141217,NA,"Geographe.Bay","Yes"
"287",-33.5940333,115.2189,20141215,NA,"Geographe.Bay","Yes"
"288",-33.4709833,115.4775833,20141216,NA,"Geographe.Bay","Yes"
"295",-33.5555333,115.46605,20141216,NA,"Geographe.Bay","Yes"
"298",-33.5825167,115.1301333,20141215,NA,"Geographe.Bay","Yes"
"304",-33.5958333,115.1453667,20141215,NA,"Geographe.Bay","Yes"
"314",-33.5869,115.1628333,20141215,NA,"Geographe.Bay","Yes"
"316",-33.3839667,115.5281667,20141214,NA,"Geographe.Bay","Yes"
"320",-33.4417833,115.49575,20141216,NA,"Geographe.Bay","Yes"
"327",-33.4892333,115.3942,20141214,NA,"Geographe.Bay","Yes"
"330",-33.5691167,115.104,20141215,NA,"Geographe.Bay","Yes"
"331",-33.6030833,115.2530333,20141215,NA,"Geographe.Bay","Yes"
"335",-33.5771167,115.2266667,20141212,NA,"Geographe.Bay","Yes"
"346",-33.6092,115.2392833,20141215,NA,"Geographe.Bay","Yes"
"352",-33.4517667,115.4879833,20141216,NA,"Geographe.Bay","Yes"
"362",-33.627,115.2948,20141217,NA,"Geographe.Bay","Yes"
"368",-33.5725167,115.45125,20141216,NA,"Geographe.Bay","Yes"
"375",-33.5902167,115.2205667,20141212,NA,"Geographe.Bay","Yes"
"378",-33.5555833,115.3912,20141212,NA,"Geographe.Bay","Yes"
"384",-33.4274667,115.51415,20141216,NA,"Geographe.Bay","Yes"
"391",-33.50165,115.4101333,20141213,NA,"Geographe.Bay","Yes"
"394",-33.5181,115.3820167,20141216,NA,"Geographe.Bay","Yes"
"395",-33.6072833,115.3444333,20141217,NA,"Geographe.Bay","Yes"
"399",-33.6143333,115.31295,20141217,NA,"Geographe.Bay","Yes"
"400",-33.3575833,115.5516833,20141214,NA,"Geographe.Bay","Yes"
"407",-33.4881667,115.4274667,20141213,NA,"Geographe.Bay","Yes"
"416",-33.6147833,115.2806167,20141217,NA,"Geographe.Bay","Yes"
"428",-33.45045,115.5572167,20141216,NA,"Geographe.Bay","Yes"
"432",-33.4270333,115.4686,20141214,NA,"Geographe.Bay","Yes"
"439",-33.6309333,115.2730667,20141217,NA,"Geographe.Bay","Yes"
"442",-33.5066,115.41935,20141212,NA,"Geographe.Bay","Yes"
"443",-33.5698,115.2024833,20141212,NA,"Geographe.Bay","Yes"
"448",-33.3965,115.4930667,20141214,NA,"Geographe.Bay","Yes"
"451",-33.41975,115.5529,20141214,NA,"Geographe.Bay","Yes"
"455",-33.5671333,115.1820333,20141215,NA,"Geographe.Bay","Yes"
"458",-33.51505,115.50435,20141216,NA,"Geographe.Bay","Yes"
"463",-33.51505,115.50435,20141212,NA,"Geographe.Bay","Yes"
"474",-33.4681167,115.5436,20141216,NA,"Geographe.Bay","Yes"
"480",-33.3475833,115.5777,20141214,NA,"Geographe.Bay","Yes"
"490",-33.5613,115.3612,20141217,NA,"Geographe.Bay","Yes"
"492",-33.4637833,115.4974833,20141216,NA,"Geographe.Bay","Yes"
"496",-33.4851167,115.4752333,20141216,NA,"Geographe.Bay","Yes"
"499",-33.45165,115.5441167,20141216,NA,"Geographe.Bay","Yes"
"503",-33.5845333,115.3097667,20141217,NA,"Geographe.Bay","Yes"
"506",-33.5173833,115.4165,20141216,NA,"Geographe.Bay","Yes"
"512",-33.5094,115.4873333,20141216,NA,"Geographe.Bay","Yes"
"523",-33.5634333,115.1589167,20141215,NA,"Geographe.Bay","Yes"
"527",-33.5894167,115.2078167,20141212,NA,"Geographe.Bay","Yes"
"528",-33.48105,115.4971,20141216,NA,"Geographe.Bay","Yes"
"538",-33.5839167,115.3846667,20141217,NA,"Geographe.Bay","Yes"
"543",-33.5950333,115.2434,20141215,NA,"Geographe.Bay","Yes"
"544",-33.4464167,115.43405,20141214,NA,"Geographe.Bay","Yes"
"551",-33.5735167,115.3901333,20141217,NA,"Geographe.Bay","Yes"
"554",-33.55765,115.3835167,20141217,NA,"Geographe.Bay","Yes"
"560",-33.4381667,115.5268667,20141216,NA,"Geographe.Bay","Yes"
"567",-33.5866833,115.2760167,20141217,NA,"Geographe.Bay","Yes"
"570",-33.5731333,115.1625333,20141215,NA,"Geographe.Bay","Yes"
"572",-33.3913,115.5492167,20141214,NA,"Geographe.Bay","Yes"
"579",-33.5017167,115.37405,20141216,NA,"Geographe.Bay","Yes"
"583",-33.47835,115.3932,20141214,NA,"Geographe.Bay","Yes"
"586",-33.5309167,115.38595,20141216,NA,"Geographe.Bay","Yes"
"587",-33.5934667,115.1873833,20141215,NA,"Geographe.Bay","Yes"
"592",-33.5185,115.4460167,20141216,NA,"Geographe.Bay","Yes"
"599",-33.5021167,115.4508,20141213,NA,"Geographe.Bay","Yes"
"602",-33.6202,115.25615,20141215,NA,"Geographe.Bay","Yes"
"608",-33.4551833,115.4702833,20141216,NA,"Geographe.Bay","Yes"
"611",-33.5421333,115.4590333,20141216,NA,"Geographe.Bay","Yes"
"615",-33.5980667,115.3327667,20141217,NA,"Geographe.Bay","Yes"
"618",-33.5678833,115.3528167,20141217,NA,"Geographe.Bay","Yes"
"623",-33.6129333,115.1556167,20141215,NA,"Geographe.Bay","Yes"
"624",-33.4209667,115.4918833,20141216,NA,"Geographe.Bay","Yes"
"631",-33.5778833,115.2541167,20141215,NA,"Geographe.Bay","Yes"
"633",-33.4711667,115.4535,20141216,NA,"Geographe.Bay","Yes"
"634",-33.5336667,115.4141167,20141216,NA,"Geographe.Bay","Yes"
"635",-33.5809667,115.1995667,20141215,NA,"Geographe.Bay","Yes"
"640",-33.5162,115.4646167,20141216,NA,"Geographe.Bay","Yes"
"647",-33.4926,115.42465,20141213,NA,"Geographe.Bay","Yes"
"650",-33.5131167,115.3715667,20141216,NA,"Geographe.Bay","Yes"
"655",-33.5812,115.2456833,20141215,NA,"Geographe.Bay","Yes"
"656",-33.3713167,115.5503833,20141214,NA,"Geographe.Bay","Yes"
"666",-33.5511167,115.35715,20141217,NA,"Geographe.Bay","Yes"
"672",-33.4004333,115.53565,20141214,NA,"Geographe.Bay","Yes"
"679",-33.4721333,115.4152667,20141214,NA,"Geographe.Bay","Yes"
"682",-33.5696167,115.3354167,20141217,NA,"Geographe.Bay","Yes"
"684",-33.5845333,115.1735,20141215,NA,"Geographe.Bay","Yes"
"688",-33.6026333,115.3181333,20141217,NA,"Geographe.Bay","Yes"
"694",-33.5280667,115.34985,20141216,NA,"Geographe.Bay","Yes"
"698",-33.5246167,115.4035333,20141212,NA,"Geographe.Bay","Yes"
"704",-33.48475,115.5324,20141216,NA,"Geographe.Bay","Yes"
"711",-33.36945,115.5666,20141214,NA,"Geographe.Bay","Yes"
"714",-33.5792667,115.1468167,20141215,NA,"Geographe.Bay","Yes"
"719",-33.6009667,115.23245,20141212,NA,"Geographe.Bay","Yes"
"720",-33.3599,115.58345,20141214,NA,"Geographe.Bay","Yes"
"735",-33.5620333,115.1433167,20141215,NA,"Geographe.Bay","Yes"
"736",-33.3850833,115.5606333,20141214,NA,"Geographe.Bay","Yes"
"746",-33.5794333,115.3570667,20141217,NA,"Geographe.Bay","Yes"
"748",-33.3695667,115.5138333,20141214,NA,"Geographe.Bay","Yes"
"752",-33.3765667,115.5914167,20141214,NA,"Geographe.Bay","Yes"
"755",-33.43385,115.4571167,20141214,NA,"Geographe.Bay","Yes"
"759",-33.5759,115.3173333,20141217,NA,"Geographe.Bay","Yes"
"762",-33.5198667,115.4149,20141212,NA,"Geographe.Bay","Yes"
"764",-33.3744333,115.49605,20141214,NA,"Geographe.Bay","Yes"
"779",-33.5817167,115.2263667,20141217,NA,"Geographe.Bay","Yes"
"782",-33.5142,115.4368333,20141213,NA,"Geographe.Bay","Yes"
"783",-33.5817167,115.2263667,20141212,NA,"Geographe.Bay","Yes"
"784",-33.6014333,115.1773667,20141215,NA,"Geographe.Bay","Yes"
"791",-33.4851333,115.4435167,20141213,NA,"Geographe.Bay","Yes"
"794",-33.6248167,115.2039333,20141215,NA,"Geographe.Bay","Yes"
"800",-33.5731667,115.1934833,20141215,NA,"Geographe.Bay","Yes"
"807",-33.494,115.4907,20141216,NA,"Geographe.Bay","Yes"
"810",-33.5513333,115.3766,20141216,NA,"Geographe.Bay","Yes"
"816",-33.3996,115.56325,20141214,NA,"Geographe.Bay","Yes"
"823",-33.5857333,115.2872167,20141217,NA,"Geographe.Bay","Yes"
"826",-33.5426833,115.4005833,20141213,NA,"Geographe.Bay","Yes"
"828",-33.4174667,115.5295667,20141214,NA,"Geographe.Bay","Yes"
"832",-33.4556167,115.5196833,20141216,NA,"Geographe.Bay","Yes"
"839",-33.4873,115.4085,20141216,NA,"Geographe.Bay","Yes"
"842",-33.5681167,115.11485,20141215,NA,"Geographe.Bay","Yes"
"843",-33.5999833,115.2586,20141215,NA,"Geographe.Bay","Yes"
"848",-33.35185,115.5323,20141214,NA,"Geographe.Bay","Yes"
"855",-33.4901,115.4357667,20141213,NA,"Geographe.Bay","Yes"
"858",-33.5573167,115.3461833,20141217,NA,"Geographe.Bay","Yes"
"864",-33.58325,115.3720667,20141217,NA,"Geographe.Bay","Yes"
"879",-33.6168833,115.1828667,20141215,NA,"Geographe.Bay","Yes"
"880",-33.53655,115.4444,20141216,NA,"Geographe.Bay","Yes"
"1038",-33.5333333,115.4200167,20141216,NA,"Geographe.Bay","Yes"
"1108",-33.5580167,115.41435,20141216,NA,"Geographe.Bay","Yes"
"10000",-33.4135833,115.3645833,20141214,NA,"Geographe.Bay","Yes"
"10001",-33.4217167,115.3722167,20141214,NA,"Geographe.Bay","Yes"
"10002",-33.4234167,115.3889333,20141214,NA,"Geographe.Bay","Yes"
"10003",-33.4213,115.35935,20141214,NA,"Geographe.Bay","Yes"
"10004",-33.4039167,115.3976,20141214,NA,"Geographe.Bay","Yes"
"10005",-33.4777667,115.3694,20141213,NA,"Geographe.Bay","Yes"
"11R1",-33.35885,115.3694,20141211,NA,"Geographe.Bay","Yes"
"11R2",-33.3967333,115.5076167,20141211,NA,"Geographe.Bay","Yes"
"11R3",-33.41215,115.5204667,20141211,NA,"Geographe.Bay","Yes"
"11R4",-33.4197,115.51755,20141211,NA,"Geographe.Bay","Yes"
"12RC1",-33.5932167,115.2132833,20141212,NA,"Geographe.Bay","Yes"
"12RC2",-33.5916,115.23785,20141212,NA,"Geographe.Bay","Yes"
"12RC3",-33.5914667,115.24145,20141212,NA,"Geographe.Bay","Yes"
"12RC5",-33.5621333,115.3443,20141212,NA,"Geographe.Bay","Yes"
"12RC6",-33.5711,115.3481333,20141212,NA,"Geographe.Bay","Yes"
"12RC7",-33.5118,115.41785,20141212,NA,"Geographe.Bay","Yes"
"12RC8",-33.5148667,115.41815,20141212,NA,"Geographe.Bay","Yes"
"12RC9",-33.5162167,115.4064167,20141212,NA,"Geographe.Bay","Yes"
"13RC1",-33.5059833,115.43075,20141213,NA,"Geographe.Bay","Yes"
"13RC11",-33.3740333,115.36925,20141213,NA,"Geographe.Bay","Yes"
"13RC12",-33.3743667,115.3668167,20141213,NA,"Geographe.Bay","Yes"
"13RC13",-33.3754833,115.3631167,20141213,NA,"Geographe.Bay","Yes"
"13RC15",-33.3768333,115.3559333,20141213,NA,"Geographe.Bay","Yes"
"13RC2",-33.49485,115.45595,20141213,NA,"Geographe.Bay","Yes"
"13RC3",-33.4839333,115.45155,20141213,NA,"Geographe.Bay","Yes"
"13RC4",-33.4993833,115.3964667,20141213,NA,"Geographe.Bay","Yes"
"13RC5",-33.4839333,115.4656167,20141213,NA,"Geographe.Bay","Yes"
"13RC6",-33.3809667,115.3892333,20141213,NA,"Geographe.Bay","Yes"
"13RC7",-33.3774333,115.38605,20141213,NA,"Geographe.Bay","Yes"
"13RC8",-33.3726,115.3791,20141213,NA,"Geographe.Bay","Yes"
"13RC9",-33.3730667,115.3747833,20141213,NA,"Geographe.Bay","Yes"
"GBR1-1",-33.5936167,115.19625,20141217,NA,"Geographe.Bay","Yes"
"GBR1-2",-33.5936,115.1995333,20141217,NA,"Geographe.Bay","Yes"
"GBR1-3",-33.5937833,115.2022833,20141217,NA,"Geographe.Bay","Yes"
"GBR1-4",-33.59345,115.2055167,20141217,NA,"Geographe.Bay","Yes"
"GBR2-1",-33.5938333,115.19065,20141217,NA,"Geographe.Bay","Yes"
"GBR2-2",-33.5940167,115.1883833,20141217,NA,"Geographe.Bay","Yes"
"GBR2-3",-33.5940667,115.1864833,20141217,NA,"Geographe.Bay","Yes"
"GBR2-4",-33.59365,115.193,20141217,NA,"Geographe.Bay","Yes"
"GBR3-1",-33.5944667,115.1819333,20141217,NA,"Geographe.Bay","Yes"
"GBR3-2",-33.59365,115.193,20141217,NA,"Geographe.Bay","Yes"
"GBR3-3",-33.59365,115.1839667,20141217,NA,"Geographe.Bay","Yes"
"GBR3-4",-33.5938667,115.1851,20141217,NA,"Geographe.Bay","Yes"
"GBR4-1",-33.5933333,115.2080833,20141217,NA,"Geographe.Bay","Yes"
"GBR4-2",-33.5928333,115.2102333,20141217,NA,"Geographe.Bay","Yes"
"GBR5-1",-33.5932167,115.2119333,20141217,NA,"Geographe.Bay","Yes"
"GBR5-2",-33.5927333,115.2148,20141217,NA,"Geographe.Bay","Yes"
"GBR5-3",-33.5924167,115.2175167,20141217,NA,"Geographe.Bay","Yes"
"GBR-BOB",-33.59235,115.2205667,20141217,NA,"Geographe.Bay","Yes"
"RB1",-33.53455,115.2176667,20141209,NA,"Geographe.Bay","Yes"
"RB2",-33.5085667,115.2254833,20141209,NA,"Geographe.Bay","Yes"
"RC1",-33.4628,115.23995,20141209,NA,"Geographe.Bay","Yes"
"RC2",-33.48635,115.1780333,20141209,NA,"Geographe.Bay","Yes"
"RC3",-33.4704833,115.1684167,20141209,NA,"Geographe.Bay","Yes"
